ko,gene_name,gene_description,ec_1,ec_2,ec_3,ec_4,glycolysis,gluconeogenesis,ppp,prpp_biosynthesis,ed,tca,glyoxylate_cycle,malonate_semialdehyde_pathway,serine_biosynthesis,cysteine_biosynthesis,cbb,cam,c4,rtca,methane_oxidation,pyruvate_oxidation,sped,nped,formaldehyde_assimilation,methanogenesis_acetate_methanol,emcp,dchb,hphb,3hp,wl,acCoA_pathway,photorespiration,methanogenesis_methylamine_dimethylamine_trimethylamine,methanogenesis_CO2,pta_acka,ppp_archea,incomplete_rtca,rglyc,sped_2,methylaspartate_cycle,propanoylCoA_metabolism,methylcitrate_cycle,pathway,key_genes,trophic_mode,global_function,metabolism_sub_function,energy_metabolism_sub_function
K23094,ABC4,"menA; 2-carboxy-1,4-naphthoquinone phytyltransferase",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Metabolism of cofactors and vitamins,Other
K23095,MENG,menG; demethylphylloquinol methyltransferase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Metabolism of cofactors and vitamins,Other
K23102,wekW,"O18-antigen biosynthesis alpha-1,3-galactosyltransferase",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Glycan biosynthesis and metabolism,Other
K23107,yajO,1-deoxyxylulose-5-phosphate synthase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23111,fldC,(R)-3-(aryl)lactoyl-CoA dehydratase beta subunit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23114,ARMT1,"damage-control phosphatase, subfamily III",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23117,lcp,endo-cleaving rubber dioxygenase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23118,roxB,endo-cleaving rubber dioxygenase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23120,cntL,histidine 2-aminobutanoyltransferase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Metabolism of other amino acids,Other
K23121,pflD,trans-4-hydroxy-L-proline dehydratase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Amino acid metabolism,Other
K23122,cntM,staphylopine/pseudopaline/yersinopine synthase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Metabolism of other amino acids,Other
K23123,pxpB,5-oxoprolinase (ATP-hydrolysing) subunit B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Metabolism of other amino acids,Other
K23124,pxpC,5-oxoprolinase (ATP-hydrolysing) subunit C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Metabolism of other amino acids,Other
K23127,fimW,cyclic-di-GMP-binding protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cellular Processes,Other,Other
K23138,CYP109,cytochrome P450 family 109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23139,CYP110,cytochrome P450 family 110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23144,K23144,UDP-N-acetylglucosamine diphosphorylase / glucose-1-phosphate thymidylyltransferase / UDP-N-acetylgalactosamine diphosphorylase / glucosamine-1-phosphate N-acetyltransferase / galactosamine-1-phosphate N-acetyltransferase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Biosynthesis of other secondary metabolites;Glycan biosynthesis and metabolism;Metabolism of terpenoids and polyketides,Other
K23147,E2.7.1.223,aminoimidazole riboside kinase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23148,E2.7.1.224,cytidine diphosphoramidate kinase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23149,E3.1.1.104,"5-phospho-D-xylono-1,4-lactonase",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23150,E3.5.1.129,N5-(cytidine 5'-diphosphoramidyl)-L-glutamine hydrolase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23151,METTL23,methyltransferase-like protein 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23155,crtEb,lycopene elongase/hydratase (flavuxanthin-forming),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23156,papA3,mycolipenoyl-CoA---2-(long-chain-fatty acyl)-trehalose mycolipenoyltransferase / long-chain-acyl-CoA---trehalose acyltransferase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23159,lpxF,lipid A 4'-phosphatase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Glycan biosynthesis and metabolism,Other
K23160,wabB,rfbU; GlcNAc transferase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Glycan biosynthesis and metabolism,Other
K23163,sbp,sulfate/thiosulfate transport system substrate-binding protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental Information Processing;Metabolism,Energy metabolism,Sulfur metabolism
K23164,RTN4IP1,"reticulon-4-interacting protein 1, mitochondrial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23166,OPA3,optic atrophy 3 protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23167,VAT1,synaptic vesicle membrane protein VAT-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23169,murD2,UDP-N-acetylmuramoyl-L-alanine---L-glutamate ligase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Glycan biosynthesis and metabolism,Other
K23170,murL,UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate epimerase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Glycan biosynthesis and metabolism,Other
K23176,mtxT,methylthioxylose transferase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Glycan biosynthesis and metabolism,Other
K23181,fecB,ferric citrate transport system substrate-binding protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental Information Processing,Other,Other
K23182,fecD,ferric citrate transport system permease protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental Information Processing,Other,Other
K23183,fecC,ferric citrate transport system permease protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental Information Processing,Other,Other
K23184,fecE,ferric citrate transport system ATP-binding protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental Information Processing,Other,Other
K23185,fepB,ferric enterobactin transport system substrate-binding protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental Information Processing,Other,Other
K23186,fepD,"fagA, cchC, desH; iron-siderophore transport system permease protein",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental Information Processing,Other,Other
K23187,fepG,"fagB, cchD, desG; iron-siderophore transport system permease protein",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental Information Processing,Other,Other
K23188,fepC,"fagC, cchE, desF; iron-siderophore transport system ATP-binding protein",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental Information Processing,Other,Other
K23190,wbuA,O26-antigen biosynthesis rhamnosyltransferase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Glycan biosynthesis and metabolism,Other
K23198,wbbB,O7-antigen biosynthesis rhamnosyltransferase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Glycan biosynthesis and metabolism,Other
K23199,wbbC,O7-antigen biosynthesis mannosyltransferase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Glycan biosynthesis and metabolism,Other
K23227,fhuD,ferric hydroxamate transport system substrate-binding protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental Information Processing,Other,Other
K23228,fhuB,ferric hydroxamate transport system permease protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental Information Processing,Other,Other
K23234,ALDH8A1,aminomuconate-semialdehyde dehydrogenase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Amino acid metabolism,Other
K23237,melR,"AraC family transcriptional regulator, melibiose operon regulatory protein",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23238,rpiR,"alsR; RpiR family transcriptional regulator, repressor of rpiB and als operon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23239,frmR,"FrmR/RcnR family transcriptional regulator, repressor of frmRAB operon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23240,rcnR,"FrmR/RcnR family transcriptional regulator, repressor of rcnA expression",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23241,mdtM,"MFS transporter, DHA1 family, multidrug resistance protein",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23242,mntP,manganese efflux pump family protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23243,rcnB,nickel/cobalt homeostasis protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23244,apsD,D-apiose dehydrogenase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23245,apnO,D-apionate oxidoisomerase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23246,apnL,D-apionolactonase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23247,oiaK,3-oxoisoapionate kinase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23248,oiaC,3-oxoisoapionate decarboxylase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23251,wbwC,"O104-antigen biosynthesis beta-1,3-galactosyltransferase",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Glycan biosynthesis and metabolism,Other
K23252,aglS,dolichol phosphate-mannose mannosyltransferase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23253,putR,"PucR family transcriptional regulator, proline-responsive transcriptional activator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23254,silP,P-type Ag+ transporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23255,pilA,archaeal type IV pilus assembly protein PilA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23256,curA,NADPH-dependent curcumin reductase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23257,yvgN,methylglyoxal/glyoxal reductase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Carbohydrate metabolism,Other
K23258,mutT1,8-oxo-(d)GTP phosphatase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23259,adh,isopropanol dehydrogenase (NADP+),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Carbohydrate metabolism,Other
K23262,gvpA,gas vesicle structural protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23263,gvpC,gas vesicle minor protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23264,purS,phosphoribosylformylglycinamidine synthase subunit PurS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Nucleotide metabolism,Other
K23265,purQ,phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Amino acid metabolism;Metabolism of other amino acids;Nucleotide metabolism,Other
K23269,purL,phosphoribosylformylglycinamidine synthase subunit PurL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Nucleotide metabolism,Other
K23270,purSL,phosphoribosylformylglycinamidine synthase subunit PurSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Nucleotide metabolism,Other
K23271,eltD,erythritol/L-threitol dehydrogenase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23272,P2OX,pyranose oxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23273,fdhL,fructose 5-dehydrogenase large subunit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23274,fdhS,fructose 5-dehydrogenase small subunit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23275,fdhC,fructose 5-dehydrogenase cytochrome subunit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23292,LNPK,endoplasmic reticulum junction formation protein lunapark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23300,qrcA,"menaquinone reductase, multiheme cytochrome c subunit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23301,qrcC,"menaquinone reductase, iron-sulfur cluster-binding subunit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23302,qrcB,"menaquinone reductase, molybdopterin-binding-like subunit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23303,qrcD,"menaquinone reductase, integral membrane subunit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23305,gvpE,"PadR family transcriptional regulator, activator of gas vesicle formation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23309,ZNHIT3,zinc finger HIT domain-containing protein 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23314,WRAP53,TCAB1; telomerase Cajal body protein 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23315,basB,chemotactic signal transduction system substrate-binding protein BasB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23317,MTF1,metal regulatory transcription factor 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23319,ACLH,flavine halogenase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23323,GLIM,ACLM_U; gliotoxin/aspirochlorine biosynthesis O-methyltransferase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23327,HIKESHI,protein Hikeshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23329,HMT1,"ACLQ; ATP-binding cassette, subfamily B, vacuolar membrane transporter HMT1/ACLQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23330,LZTR1,leucine-zipper-like transcriptional regulator 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23333,RMND5,E3 ubiquitin-protein transferase RMND5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23334,RANBP9_10,RANBPM; Ran-binding protein 9/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23335,GID4,glucose-induced degradation protein 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23336,ARMC8,armadillo repeat-containing protein 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23337,MKLN1,muskelin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23338,GID8,glucose-induced degradation protein 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23348,dmsR,"HTH-type transcriptional regulator, dimethyl sulfoxide reductase transcription regulator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23349,dmsD,putative dimethyl sulfoxide reductase chaperone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23351,gcdC,mmdC; glutaconyl-CoA/methylmalonyl-CoA decarboxylase subunit gamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Carbohydrate metabolism;Xenobiotics biodegradation and metabolism,Other
K23352,gcdD,mmdD; glutaconyl-CoA/methylmalonyl-CoA decarboxylase subunit delta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Carbohydrate metabolism;Xenobiotics biodegradation and metabolism,Other
K23356,trmB,"HTH-type transcriptional regulator, sugar sensing transcriptional regulator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23358,TAF1,"transcription initiation factor TFIID subunit 1, fungi type",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genetic Information Processing,Other,Other
K23359,biuH,biuret amidohydrolase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Xenobiotics biodegradation and metabolism,Other
K23361,sbnD,"MFS transporter, DHA1 family, staphyloferrin B biosynthesis exporter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23362,MPPE1,"PGAP5, CDC1; ethanolamine phosphate phosphodiesterase",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Glycan biosynthesis and metabolism,Other
K23365,cpkA,5-hydroxydodecatetraenal polyketide synthase CpkA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23366,cpkB,5-hydroxydodecatetraenal polyketide synthase CpkB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23367,cpkC,5-hydroxydodecatetraenal polyketide synthase CpkC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23370,serK,L-serine kinase (ADP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Amino acid metabolism,Other
K23371,sbnI,"L-serine kinase (ATP) / ParB family transcriptional regulator, heme-responsive regulator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Biosynthesis of other secondary metabolites,Other
K23372,sbnE,"L-2,3-diaminopropanoate---citrate ligase",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Biosynthesis of other secondary metabolites,Other
K23373,sbnH,2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate decarboxylase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Biosynthesis of other secondary metabolites,Other
K23374,sbnF,acsC; 2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate/diaminobutyryl-citryl-ethanolamine synthase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Biosynthesis of other secondary metabolites,Other
K23375,sbnC,acsA; staphyloferrin B/achromobactin synthase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Biosynthesis of other secondary metabolites,Other
K23376,sbnG,staphyloferrin B biosynthesis citrate synthase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23384,iad,indoleacetate decarboxylase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Amino acid metabolism,Other
K23385,dokD,D-ornithine/D-lysine decarboxylase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Amino acid metabolism;Metabolism of other amino acids,Other
K23387,GET4,golgi to ER traffic protein 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genetic Information Processing,Other,Other
K23388,UBL4,ubiquitin-like protein 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genetic Information Processing,Other,Other
K23393,murT,lipid II isoglutaminyl synthase (glutamine-hydrolysing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Glycan biosynthesis and metabolism,Other
K23395,E2.4.1.361,"GDP-mannose:di-myo-inositol-1,3'-phosphate beta-1,2-mannosyltransferase",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23398,TRIP4,activating signal cointegrator 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23414,papA5,phenolphthiocerol/phthiocerol/phthiodiolone dimycocerosyl transferase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23415,papA1,2'-acyl-2-O-sulfo-trehalose (hydroxy)phthioceranyltransferase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23416,chp1,3'-(hydroxy)phthioceranyl-2'-palmitoyl(stearoyl)-2-O-sulfo-trehalose (hydroxy)phthioceranyltransferase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23424,TMTC,protein O-mannosyl-transferase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23425,SERPINB1,leukocyte elastase inhibitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23439,AGBL4,CCP6; cytosolic carboxypeptidase protein 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Organismal Systems,Other,Other
K23440,PRSS56,serine protease 56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23446,sfnaD,D-ornithine---citrate ligase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Biosynthesis of other secondary metabolites,Other
K23447,sfnaB,staphyloferrin A synthase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Biosynthesis of other secondary metabolites,Other
K23448,sfaA,"MFS transporter, DHA1 family, staphyloferrin A biosynthesis exporter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23451,LCB3,dihydrosphingosine 1-phosphate phosphatase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Lipid metabolism,Other
K23458,PHO5_11_12,repressible acid phosphatase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cellular Processes;Metabolism,Metabolism of cofactors and vitamins,Other
K23460,CHM,CHML; Rab proteins geranylgeranyltransferase component A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23462,tgnA,"flavin-dependent trigonelline monooxygenase, reductase component",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Metabolism of cofactors and vitamins,Other
K23463,tgnC,(Z)-2-((N-methylformamido)methylene)-5-hydroxybutyrolactone dehydrogenase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23464,tgnB,"flavin-dependent trigonelline monooxygenase, oxygenase component",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23465,tgnD,(E)-2-((N-methylformamido)methylene)succinate hydrolase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23466,tgnR,"GntR family transcriptional regulator, trigonelline degradation regulator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23467,tgnP,trigonelline permease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23469,CLB2,G2/mitotic-specific cyclin 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cellular Processes;Environmental Information Processing,Other,Other
K23470,C1-hpah,"4-hydroxyphenylacetate 3-hydroxylase, reductase component",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metabolism,Amino acid metabolism;Metabolism of cofactors and vitamins,Other
K23474,yopH,tyrosine-protein phosphatase YopH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
K23475,yopB,"popB, aopB; transloator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other
